payment_id,user_id,payment_time,payment_date,amount,currency,product_type,channel,country
P00000699,U018818,2026-05-09 13:00:36,2026-05-09,1.86,USD,starter_pack,app_store,CN
P00000700,U018596,2026-05-09 13:05:03,2026-05-09,3.66,USD,starter_pack,referral,BR
P00000701,U009047,2026-05-09 13:11:05,2026-05-09,4.60,USD,starter_pack,organic,CN
P00000702,U011131,2026-05-09 13:19:39,2026-05-09,1.16,USD,starter_pack,referral,US
P00000703,U022468,2026-05-09 13:20:02,2026-05-09,15.74,USD,monthly_subscription,organic,US
P00000704,U021880,2026-05-09 13:35:07,2026-05-09,9.45,USD,premium_feature,organic,CN
P00000705,U018495,2026-05-09 13:41:32,2026-05-09,17.97,USD,premium_feature,tiktok_ads,US
P00000706,U001026,2026-05-09 14:11:55,2026-05-09,3.07,USD,coins_pack,tiktok_ads,ID
P00000707,U016785,2026-05-09 14:25:16,2026-05-09,14.30,USD,monthly_subscription,organic,JP
P00000708,U020105,2026-05-09 14:39:33,2026-05-09,9.38,USD,premium_feature,organic,CN
P00000709,U002557,2026-05-09 15:01:34,2026-05-09,9.04,USD,premium_feature,organic,JP
P00000710,U003171,2026-05-09 15:13:36,2026-05-09,7.36,USD,premium_feature,organic,CN
P00000711,U013781,2026-05-09 15:21:19,2026-05-09,2.10,USD,starter_pack,referral,JP
P00000712,U006172,2026-05-09 15:29:33,2026-05-09,2.11,USD,starter_pack,tiktok_ads,BR
P00000713,U006799,2026-05-09 16:37:05,2026-05-09,5.94,USD,premium_feature,app_store,US
P00000714,U006692,2026-05-09 16:43:27,2026-05-09,1.15,USD,starter_pack,organic,US
P00000715,U008737,2026-05-09 17:05:35,2026-05-09,2.28,USD,starter_pack,google_ads,US
P00000716,U018426,2026-05-09 17:11:20,2026-05-09,5.72,USD,starter_pack,app_store,US
P00000717,U019636,2026-05-09 17:16:53,2026-05-09,14.06,USD,monthly_subscription,app_store,JP
P00000718,U013531,2026-05-09 17:28:22,2026-05-09,17.45,USD,monthly_subscription,google_ads,US
P00000719,U009082,2026-05-09 17:38:25,2026-05-09,0.73,USD,starter_pack,google_ads,BR
P00000720,U023799,2026-05-09 17:43:09,2026-05-09,15.50,USD,monthly_subscription,tiktok_ads,US
P00000721,U025680,2026-05-09 18:03:28,2026-05-09,2.30,USD,coins_pack,organic,US
P00000722,U021285,2026-05-09 18:05:10,2026-05-09,2.86,USD,starter_pack,referral,CN
P00000723,U024607,2026-05-09 18:12:59,2026-05-09,9.48,USD,monthly_subscription,app_store,BR
P00000724,U019376,2026-05-09 18:15:58,2026-05-09,1.21,USD,starter_pack,organic,ID
P00000725,U023859,2026-05-09 18:24:43,2026-05-09,10.60,USD,coins_pack,app_store,JP
P00000726,U024009,2026-05-09 18:27:01,2026-05-09,13.45,USD,premium_feature,organic,CN
P00000727,U016543,2026-05-09 18:28:14,2026-05-09,11.55,USD,monthly_subscription,app_store,CN
P00000728,U024946,2026-05-09 18:29:03,2026-05-09,7.27,USD,premium_feature,google_ads,CN
P00000729,U002025,2026-05-09 18:47:26,2026-05-09,12.26,USD,premium_feature,organic,US
P00000730,U022415,2026-05-09 19:20:59,2026-05-09,16.16,USD,premium_feature,app_store,JP
P00000731,U016938,2026-05-09 19:32:36,2026-05-09,4.45,USD,premium_feature,organic,CN
P00000732,U009834,2026-05-09 19:46:06,2026-05-09,6.63,USD,monthly_subscription,tiktok_ads,BR
P00000733,U015096,2026-05-09 19:48:26,2026-05-09,15.20,USD,monthly_subscription,app_store,US
P00000734,U003814,2026-05-09 19:55:05,2026-05-09,1.25,USD,starter_pack,tiktok_ads,ID
P00000735,U004478,2026-05-09 20:02:26,2026-05-09,3.13,USD,premium_feature,tiktok_ads,ID
P00000736,U010596,2026-05-09 20:24:19,2026-05-09,0.94,USD,starter_pack,app_store,CN
P00000737,U001218,2026-05-09 20:25:12,2026-05-09,1.27,USD,starter_pack,organic,ID
P00000738,U025558,2026-05-09 20:35:53,2026-05-09,17.23,USD,monthly_subscription,organic,US
P00000739,U015835,2026-05-09 20:38:08,2026-05-09,17.32,USD,monthly_subscription,referral,US
P00000740,U021041,2026-05-09 20:49:42,2026-05-09,18.30,USD,monthly_subscription,referral,US
P00000741,U023490,2026-05-09 20:50:45,2026-05-09,2.37,USD,starter_pack,app_store,US
P00000742,U014814,2026-05-09 20:54:41,2026-05-09,12.16,USD,premium_feature,tiktok_ads,US
P00000743,U007876,2026-05-09 21:43:12,2026-05-09,6.68,USD,monthly_subscription,app_store,BR
P00000744,U020227,2026-05-09 21:45:35,2026-05-09,13.69,USD,premium_feature,organic,CN
P00000745,U001702,2026-05-09 21:49:35,2026-05-09,2.33,USD,starter_pack,organic,US
P00000746,U022394,2026-05-09 22:02:12,2026-05-09,7.35,USD,premium_feature,tiktok_ads,BR
P00000747,U008615,2026-05-09 22:13:34,2026-05-09,18.14,USD,premium_feature,app_store,US
P00000748,U000969,2026-05-09 22:20:31,2026-05-09,2.44,USD,starter_pack,app_store,US
P00000749,U013279,2026-05-09 22:21:26,2026-05-09,5.78,USD,premium_feature,organic,US
P00000750,U008178,2026-05-09 22:26:38,2026-05-09,12.16,USD,monthly_subscription,organic,CN
P00000751,U024332,2026-05-09 22:37:00,2026-05-09,12.23,USD,monthly_subscription,app_store,CN
P00000752,U006213,2026-05-09 22:44:45,2026-05-09,3.41,USD,starter_pack,app_store,US
P00000753,U015972,2026-05-09 22:54:24,2026-05-09,2.34,USD,starter_pack,tiktok_ads,US
P00000754,U003962,2026-05-09 23:25:48,2026-05-09,9.12,USD,premium_feature,facebook_ads,CN
P00000755,U007163,2026-05-09 23:40:09,2026-05-09,9.50,USD,monthly_subscription,organic,ID
P00000756,U019106,2026-05-09 23:41:10,2026-05-09,7.27,USD,premium_feature,organic,CN
P00000757,U019409,2026-05-09 23:43:49,2026-05-09,14.33,USD,monthly_subscription,app_store,CN
P00000758,U021192,2026-05-09 23:49:32,2026-05-09,2.71,USD,starter_pack,organic,CN
P00000759,U016774,2026-05-09 23:52:04,2026-05-09,15.57,USD,monthly_subscription,facebook_ads,US
P00000760,U017454,2026-05-09 23:55:40,2026-05-09,4.44,USD,starter_pack,tiktok_ads,CN
P00000761,U018671,2026-05-09 23:59:11,2026-05-09,22.12,USD,monthly_subscription,organic,JP
P00000762,U008005,2026-05-10 08:08:48,2026-05-10,5.63,USD,premium_feature,referral,JP
P00000763,U018339,2026-05-10 08:10:06,2026-05-10,5.51,USD,premium_feature,organic,JP
P00000764,U019121,2026-05-10 08:38:35,2026-05-10,6.72,USD,monthly_subscription,google_ads,BR
P00000765,U023708,2026-05-10 08:57:04,2026-05-10,5.09,USD,premium_feature,referral,ID
P00000766,U009058,2026-05-10 09:01:45,2026-05-10,2.33,USD,coins_pack,google_ads,US
P00000767,U010557,2026-05-10 09:09:27,2026-05-10,3.46,USD,starter_pack,referral,US
P00000768,U003888,2026-05-10 09:38:48,2026-05-10,21.25,USD,monthly_subscription,organic,JP
P00000769,U021441,2026-05-10 09:45:52,2026-05-10,5.88,USD,premium_feature,tiktok_ads,BR
P00000770,U017426,2026-05-10 09:46:57,2026-05-10,1.86,USD,coins_pack,referral,CN
P00000771,U021155,2026-05-10 10:06:19,2026-05-10,1.13,USD,starter_pack,organic,US
P00000772,U002605,2026-05-10 10:08:12,2026-05-10,12.00,USD,monthly_subscription,tiktok_ads,ID
P00000773,U010972,2026-05-10 10:11:06,2026-05-10,0.62,USD,starter_pack,google_ads,ID
P00000774,U010084,2026-05-10 10:25:33,2026-05-10,3.56,USD,premium_feature,google_ads,BR
P00000775,U023166,2026-05-10 10:34:50,2026-05-10,3.51,USD,starter_pack,facebook_ads,US
P00000776,U010139,2026-05-10 11:27:29,2026-05-10,2.79,USD,starter_pack,organic,CN
P00000777,U016893,2026-05-10 11:39:54,2026-05-10,0.90,USD,starter_pack,app_store,CN
P00000778,U021865,2026-05-10 11:55:41,2026-05-10,0.73,USD,starter_pack,organic,BR
P00000779,U024017,2026-05-10 11:57:14,2026-05-10,8.73,USD,premium_feature,organic,JP
P00000780,U015293,2026-05-10 12:02:07,2026-05-10,11.11,USD,monthly_subscription,google_ads,BR
P00000781,U025279,2026-05-10 12:02:17,2026-05-10,9.68,USD,monthly_subscription,facebook_ads,BR
P00000782,U021618,2026-05-10 12:32:09,2026-05-10,1.89,USD,starter_pack,tiktok_ads,ID
P00000783,U000772,2026-05-10 12:44:48,2026-05-10,9.47,USD,premium_feature,google_ads,US
P00000784,U025381,2026-05-10 12:50:06,2026-05-10,4.70,USD,coins_pack,referral,CN
P00000785,U013519,2026-05-10 12:58:21,2026-05-10,1.40,USD,starter_pack,tiktok_ads,BR
P00000786,U003504,2026-05-10 13:05:16,2026-05-10,1.05,USD,starter_pack,app_store,JP
P00000787,U014013,2026-05-10 13:24:15,2026-05-10,15.87,USD,premium_feature,google_ads,JP
P00000788,U000554,2026-05-10 13:39:07,2026-05-10,2.31,USD,coins_pack,google_ads,US
P00000789,U019018,2026-05-10 13:43:04,2026-05-10,5.77,USD,coins_pack,google_ads,US
P00000790,U019443,2026-05-10 13:59:38,2026-05-10,3.39,USD,starter_pack,facebook_ads,US
P00000791,U016339,2026-05-10 13:59:54,2026-05-10,23.91,USD,coins_pack,tiktok_ads,US
P00000792,U025219,2026-05-10 14:04:46,2026-05-10,8.44,USD,monthly_subscription,tiktok_ads,CN
P00000793,U008698,2026-05-10 14:07:10,2026-05-10,12.06,USD,premium_feature,organic,US
P00000794,U021373,2026-05-10 14:23:58,2026-05-10,4.62,USD,premium_feature,organic,CN
P00000795,U002449,2026-05-10 14:32:38,2026-05-10,1.45,USD,starter_pack,google_ads,BR
P00000796,U008783,2026-05-10 15:04:43,2026-05-10,17.06,USD,monthly_subscription,organic,US
P00000797,U004496,2026-05-10 15:19:23,2026-05-10,17.96,USD,coins_pack,organic,CN
P00000798,U025079,2026-05-10 15:36:53,2026-05-10,2.32,USD,starter_pack,organic,US
P00000799,U023559,2026-05-10 15:42:51,2026-05-10,1.84,USD,starter_pack,organic,CN
P00000800,U025744,2026-05-10 16:08:51,2026-05-10,1.45,USD,starter_pack,tiktok_ads,BR
P00000801,U025987,2026-05-10 16:41:42,2026-05-10,2.15,USD,starter_pack,organic,JP
P00000802,U019285,2026-05-10 16:47:32,2026-05-10,5.50,USD,starter_pack,organic,JP
P00000803,U023809,2026-05-10 17:01:22,2026-05-10,2.13,USD,starter_pack,organic,JP
P00000804,U022905,2026-05-10 17:06:19,2026-05-10,6.41,USD,premium_feature,tiktok_ads,ID
P00000805,U017875,2026-05-10 17:18:35,2026-05-10,2.12,USD,starter_pack,google_ads,JP
P00000806,U004513,2026-05-10 17:22:04,2026-05-10,10.61,USD,monthly_subscription,tiktok_ads,US
P00000807,U025927,2026-05-10 17:33:41,2026-05-10,4.87,USD,premium_feature,tiktok_ads,ID
P00000808,U008927,2026-05-10 17:40:37,2026-05-10,0.63,USD,starter_pack,facebook_ads,ID
P00000809,U002294,2026-05-10 17:44:17,2026-05-10,1.82,USD,starter_pack,organic,CN
P00000810,U007086,2026-05-10 17:56:22,2026-05-10,10.91,USD,monthly_subscription,google_ads,US
P00000811,U004324,2026-05-10 18:07:46,2026-05-10,14.82,USD,monthly_subscription,tiktok_ads,US
P00000812,U024044,2026-05-10 18:20:09,2026-05-10,1.23,USD,starter_pack,referral,ID
P00000813,U009090,2026-05-10 18:33:59,2026-05-10,8.25,USD,monthly_subscription,organic,CN
P00000814,U005672,2026-05-10 18:41:39,2026-05-10,0.73,USD,starter_pack,organic,BR
P00000815,U016590,2026-05-10 18:58:40,2026-05-10,10.57,USD,monthly_subscription,organic,US
P00000816,U017610,2026-05-10 19:52:59,2026-05-10,3.33,USD,starter_pack,referral,JP
P00000817,U014007,2026-05-10 19:53:41,2026-05-10,2.30,USD,starter_pack,facebook_ads,US
P00000818,U003639,2026-05-10 19:57:10,2026-05-10,2.17,USD,starter_pack,app_store,JP
P00000819,U025287,2026-05-10 20:04:21,2026-05-10,10.07,USD,monthly_subscription,organic,JP
P00000820,U009818,2026-05-10 20:20:48,2026-05-10,2.37,USD,starter_pack,tiktok_ads,US
P00000821,U019303,2026-05-10 20:34:37,2026-05-10,1.85,USD,starter_pack,organic,CN
P00000822,U024474,2026-05-10 20:34:41,2026-05-10,3.61,USD,premium_feature,google_ads,BR
P00000823,U025866,2026-05-10 20:47:15,2026-05-10,5.77,USD,premium_feature,tiktok_ads,BR
P00000824,U019084,2026-05-10 21:06:40,2026-05-10,5.77,USD,premium_feature,google_ads,BR
P00000825,U015485,2026-05-10 21:24:54,2026-05-10,9.44,USD,premium_feature,organic,CN
P00000826,U019887,2026-05-10 21:30:40,2026-05-10,5.46,USD,premium_feature,organic,JP
P00000827,U025369,2026-05-10 21:31:21,2026-05-10,6.07,USD,coins_pack,organic,US
P00000828,U005088,2026-05-10 21:33:50,2026-05-10,4.74,USD,starter_pack,app_store,CN
P00000829,U023465,2026-05-10 21:36:04,2026-05-10,1.24,USD,starter_pack,organic,ID
P00000830,U000909,2026-05-10 21:40:21,2026-05-10,1.16,USD,starter_pack,facebook_ads,US
P00000831,U005548,2026-05-10 21:42:46,2026-05-10,3.35,USD,starter_pack,tiktok_ads,JP
P00000832,U019770,2026-05-10 21:43:22,2026-05-10,11.52,USD,premium_feature,google_ads,US
P00000833,U015778,2026-05-10 22:07:34,2026-05-10,11.54,USD,coins_pack,referral,US
P00000834,U023544,2026-05-10 22:28:51,2026-05-10,2.14,USD,starter_pack,app_store,JP
P00000835,U025036,2026-05-10 23:16:35,2026-05-10,9.46,USD,premium_feature,organic,US
P00000836,U006183,2026-05-10 23:43:40,2026-05-10,17.37,USD,premium_feature,tiktok_ads,US
P00000837,U019079,2026-05-10 23:48:31,2026-05-10,12.26,USD,monthly_subscription,organic,CN
P00000838,U025075,2026-05-10 23:55:32,2026-05-10,4.63,USD,premium_feature,app_store,CN
P00000839,U024119,2026-05-11 08:15:09,2026-05-11,1.11,USD,starter_pack,google_ads,JP
P00000840,U024784,2026-05-11 08:36:31,2026-05-11,15.02,USD,monthly_subscription,referral,US
P00000841,U016952,2026-05-11 09:01:55,2026-05-11,3.49,USD,starter_pack,app_store,US
P00000842,U020734,2026-05-11 09:37:28,2026-05-11,3.00,USD,starter_pack,google_ads,ID
P00000843,U017980,2026-05-11 09:37:55,2026-05-11,2.37,USD,starter_pack,organic,US
P00000844,U011239,2026-05-11 09:39:23,2026-05-11,10.34,USD,monthly_subscription,facebook_ads,US
P00000845,U012084,2026-05-11 10:11:09,2026-05-11,5.67,USD,premium_feature,google_ads,US
P00000846,U019741,2026-05-11 10:14:26,2026-05-11,14.09,USD,monthly_subscription,app_store,CN
P00000847,U008624,2026-05-11 10:16:24,2026-05-11,18.59,USD,monthly_subscription,google_ads,CN
P00000848,U013829,2026-05-11 10:18:25,2026-05-11,9.27,USD,premium_feature,app_store,CN
P00000849,U018734,2026-05-11 10:23:40,2026-05-11,1.09,USD,starter_pack,organic,JP
P00000850,U024318,2026-05-11 10:25:39,2026-05-11,2.66,USD,starter_pack,app_store,CN
P00000851,U020397,2026-05-11 10:29:47,2026-05-11,5.61,USD,premium_feature,google_ads,BR
P00000852,U023812,2026-05-11 10:41:00,2026-05-11,3.16,USD,premium_feature,tiktok_ads,ID
P00000853,U022328,2026-05-11 10:42:31,2026-05-11,4.57,USD,premium_feature,organic,CN
P00000854,U022010,2026-05-11 10:52:48,2026-05-11,14.01,USD,monthly_subscription,app_store,CN
P00000855,U000643,2026-05-11 10:55:10,2026-05-11,3.61,USD,premium_feature,app_store,BR
P00000856,U002501,2026-05-11 10:58:55,2026-05-11,1.47,USD,coins_pack,organic,BR
P00000857,U019264,2026-05-11 11:11:52,2026-05-11,0.94,USD,starter_pack,app_store,CN
P00000858,U017056,2026-05-11 11:14:56,2026-05-11,1.78,USD,starter_pack,app_store,ID
P00000859,U002625,2026-05-11 11:25:08,2026-05-11,5.49,USD,premium_feature,tiktok_ads,JP
P00000860,U025110,2026-05-11 11:43:21,2026-05-11,3.44,USD,starter_pack,google_ads,US
P00000861,U024650,2026-05-11 12:04:08,2026-05-11,7.07,USD,premium_feature,google_ads,BR
P00000862,U011267,2026-05-11 12:08:59,2026-05-11,1.44,USD,starter_pack,google_ads,BR
P00000863,U002112,2026-05-11 12:17:39,2026-05-11,3.57,USD,coins_pack,google_ads,BR
P00000864,U023714,2026-05-11 12:34:58,2026-05-11,9.36,USD,premium_feature,facebook_ads,ID
P00000865,U014425,2026-05-11 12:48:02,2026-05-11,6.73,USD,monthly_subscription,tiktok_ads,BR
P00000866,U016574,2026-05-11 13:03:33,2026-05-11,5.58,USD,premium_feature,referral,JP
P00000867,U009860,2026-05-11 13:17:22,2026-05-11,1.10,USD,starter_pack,organic,JP
P00000868,U020977,2026-05-11 13:22:54,2026-05-11,4.63,USD,premium_feature,organic,CN
P00000869,U022486,2026-05-11 13:23:23,2026-05-11,10.56,USD,premium_feature,app_store,JP
P00000870,U011634,2026-05-11 13:36:30,2026-05-11,2.31,USD,starter_pack,tiktok_ads,US
P00000871,U003119,2026-05-11 13:52:58,2026-05-11,2.39,USD,starter_pack,facebook_ads,US
P00000872,U001407,2026-05-11 14:08:39,2026-05-11,1.77,USD,starter_pack,organic,CN
P00000873,U014025,2026-05-11 14:18:51,2026-05-11,2.31,USD,starter_pack,organic,US
P00000874,U013118,2026-05-11 14:37:13,2026-05-11,3.45,USD,premium_feature,organic,BR
P00000875,U024901,2026-05-11 14:50:08,2026-05-11,7.38,USD,premium_feature,organic,CN
P00000876,U018566,2026-05-11 14:51:59,2026-05-11,16.44,USD,premium_feature,tiktok_ads,JP
P00000877,U021570,2026-05-11 15:02:10,2026-05-11,1.90,USD,starter_pack,app_store,CN
P00000878,U011014,2026-05-11 15:02:11,2026-05-11,15.46,USD,monthly_subscription,tiktok_ads,US
P00000879,U025765,2026-05-11 15:02:44,2026-05-11,9.36,USD,coins_pack,organic,CN
P00000880,U001625,2026-05-11 15:07:06,2026-05-11,1.22,USD,starter_pack,facebook_ads,ID
P00000881,U016270,2026-05-11 15:24:30,2026-05-11,3.47,USD,starter_pack,app_store,US
P00000882,U010599,2026-05-11 15:26:59,2026-05-11,6.35,USD,monthly_subscription,organic,BR
P00000883,U006022,2026-05-11 15:43:10,2026-05-11,9.70,USD,premium_feature,referral,US
P00000884,U022880,2026-05-11 15:50:19,2026-05-11,5.77,USD,monthly_subscription,organic,ID
P00000885,U009675,2026-05-11 15:58:28,2026-05-11,9.46,USD,coins_pack,organic,CN
P00000886,U024877,2026-05-11 16:13:12,2026-05-11,2.33,USD,starter_pack,referral,US
P00000887,U006726,2026-05-11 16:14:43,2026-05-11,14.67,USD,monthly_subscription,google_ads,JP
P00000888,U020173,2026-05-11 16:15:25,2026-05-11,2.14,USD,starter_pack,referral,BR
P00000889,U023446,2026-05-11 16:22:33,2026-05-11,2.31,USD,starter_pack,facebook_ads,US
P00000890,U000617,2026-05-11 16:23:40,2026-05-11,4.61,USD,starter_pack,facebook_ads,CN
P00000891,U023630,2026-05-11 16:25:46,2026-05-11,4.81,USD,premium_feature,referral,ID
P00000892,U001969,2026-05-11 16:32:19,2026-05-11,2.80,USD,starter_pack,organic,CN
P00000893,U014818,2026-05-11 16:58:46,2026-05-11,3.20,USD,premium_feature,google_ads,ID
P00000894,U011992,2026-05-11 17:25:06,2026-05-11,4.44,USD,coins_pack,facebook_ads,CN
P00000895,U016070,2026-05-11 17:25:28,2026-05-11,5.38,USD,premium_feature,organic,JP
P00000896,U015432,2026-05-11 17:31:23,2026-05-11,17.07,USD,premium_feature,facebook_ads,US
P00000897,U024549,2026-05-11 17:45:09,2026-05-11,1.12,USD,starter_pack,app_store,US
P00000898,U022463,2026-05-11 18:06:17,2026-05-11,4.68,USD,coins_pack,app_store,CN
P00000899,U013162,2026-05-11 18:19:05,2026-05-11,10.29,USD,monthly_subscription,tiktok_ads,US
P00000900,U001295,2026-05-11 18:22:48,2026-05-11,9.51,USD,monthly_subscription,tiktok_ads,BR
P00000901,U020868,2026-05-11 18:23:52,2026-05-11,3.59,USD,starter_pack,organic,BR
P00000902,U008400,2026-05-11 18:25:01,2026-05-11,16.48,USD,monthly_subscription,tiktok_ads,JP
P00000903,U001257,2026-05-11 18:29:25,2026-05-11,10.82,USD,monthly_subscription,facebook_ads,US
P00000904,U005200,2026-05-11 18:42:42,2026-05-11,1.26,USD,coins_pack,google_ads,ID
P00000905,U012186,2026-05-11 19:06:35,2026-05-11,3.64,USD,premium_feature,google_ads,BR
P00000906,U009873,2026-05-11 19:10:53,2026-05-11,13.81,USD,monthly_subscription,organic,JP
P00000907,U015189,2026-05-11 19:20:51,2026-05-11,18.12,USD,monthly_subscription,referral,US
P00000908,U017636,2026-05-11 19:34:31,2026-05-11,2.67,USD,starter_pack,app_store,CN
P00000909,U009591,2026-05-11 20:31:07,2026-05-11,4.66,USD,starter_pack,organic,CN
P00000910,U019761,2026-05-11 20:53:15,2026-05-11,5.51,USD,monthly_subscription,organic,ID
P00000911,U002968,2026-05-11 21:11:00,2026-05-11,4.52,USD,starter_pack,organic,CN
P00000912,U024512,2026-05-11 21:13:53,2026-05-11,7.98,USD,monthly_subscription,app_store,CN
P00000913,U001082,2026-05-11 21:31:56,2026-05-11,5.91,USD,premium_feature,app_store,US
P00000914,U002005,2026-05-11 21:32:21,2026-05-11,10.84,USD,monthly_subscription,google_ads,BR
P00000915,U025322,2026-05-11 22:01:34,2026-05-11,0.70,USD,starter_pack,organic,BR
P00000916,U024332,2026-05-11 22:08:08,2026-05-11,1.80,USD,coins_pack,app_store,CN
P00000917,U016579,2026-05-11 22:28:56,2026-05-11,11.66,USD,monthly_subscription,facebook_ads,CN
P00000918,U023930,2026-05-11 22:35:47,2026-05-11,15.10,USD,monthly_subscription,organic,US
P00000919,U022055,2026-05-11 22:41:36,2026-05-11,11.74,USD,premium_feature,tiktok_ads,US
P00000920,U024032,2026-05-11 22:45:29,2026-05-11,6.39,USD,monthly_subscription,organic,BR
P00000921,U007147,2026-05-11 22:46:59,2026-05-11,9.69,USD,monthly_subscription,google_ads,JP
P00000922,U024338,2026-05-11 22:48:11,2026-05-11,11.62,USD,premium_feature,google_ads,US
P00000923,U025611,2026-05-11 22:56:49,2026-05-11,2.66,USD,starter_pack,organic,CN
P00000924,U021948,2026-05-11 23:03:49,2026-05-11,11.51,USD,coins_pack,app_store,US
P00000925,U025474,2026-05-11 23:22:13,2026-05-11,4.50,USD,premium_feature,google_ads,CN
P00000926,U019324,2026-05-11 23:42:38,2026-05-11,5.73,USD,premium_feature,app_store,US
P00000927,U025491,2026-05-12 00:01:14,2026-05-12,11.50,USD,monthly_subscription,tiktok_ads,CN
P00000928,U022457,2026-05-12 08:36:15,2026-05-12,2.36,USD,starter_pack,google_ads,US
P00000929,U003520,2026-05-12 09:04:40,2026-05-12,8.83,USD,premium_feature,tiktok_ads,JP
P00000930,U009595,2026-05-12 09:05:12,2026-05-12,4.75,USD,premium_feature,organic,CN
P00000931,U006572,2026-05-12 09:38:43,2026-05-12,1.16,USD,starter_pack,app_store,US
P00000932,U013726,2026-05-12 09:46:09,2026-05-12,2.32,USD,starter_pack,organic,US
P00000933,U026063,2026-05-12 09:56:49,2026-05-12,9.51,USD,monthly_subscription,organic,JP
P00000934,U020179,2026-05-12 10:02:31,2026-05-12,2.65,USD,starter_pack,facebook_ads,CN
P00000935,U001520,2026-05-12 10:07:05,2026-05-12,14.03,USD,premium_feature,organic,CN
P00000936,U023588,2026-05-12 10:13:27,2026-05-12,14.03,USD,monthly_subscription,app_store,JP
P00000937,U004500,2026-05-12 10:24:20,2026-05-12,0.88,USD,starter_pack,app_store,CN
P00000938,U022842,2026-05-12 10:40:37,2026-05-12,7.07,USD,premium_feature,organic,CN
P00000939,U025167,2026-05-12 10:49:36,2026-05-12,4.75,USD,premium_feature,organic,CN
P00000940,U009174,2026-05-12 11:11:30,2026-05-12,7.35,USD,premium_feature,google_ads,BR
P00000941,U015167,2026-05-12 11:11:41,2026-05-12,10.90,USD,monthly_subscription,google_ads,US
P00000942,U012159,2026-05-12 11:19:24,2026-05-12,6.39,USD,monthly_subscription,tiktok_ads,BR
P00000943,U024858,2026-05-12 11:36:40,2026-05-12,14.36,USD,monthly_subscription,app_store,JP
P00000944,U003100,2026-05-12 11:41:04,2026-05-12,4.75,USD,premium_feature,referral,CN
P00000945,U023064,2026-05-12 11:46:14,2026-05-12,1.19,USD,starter_pack,facebook_ads,ID
P00000946,U018306,2026-05-12 12:54:01,2026-05-12,2.44,USD,starter_pack,google_ads,US
P00000947,U023056,2026-05-12 12:59:40,2026-05-12,6.12,USD,coins_pack,organic,US
P00000948,U005368,2026-05-12 13:02:51,2026-05-12,1.15,USD,starter_pack,facebook_ads,US
P00000949,U026122,2026-05-12 13:13:30,2026-05-12,10.63,USD,monthly_subscription,app_store,US
P00000950,U016783,2026-05-12 13:15:32,2026-05-12,11.91,USD,premium_feature,organic,US
P00000951,U005504,2026-05-12 13:22:34,2026-05-12,3.58,USD,starter_pack,app_store,US
P00000952,U011336,2026-05-12 13:24:45,2026-05-12,6.46,USD,monthly_subscription,facebook_ads,BR
P00000953,U021459,2026-05-12 13:24:54,2026-05-12,6.56,USD,monthly_subscription,organic,BR
P00000954,U022778,2026-05-12 13:29:08,2026-05-12,8.80,USD,premium_feature,tiktok_ads,JP
P00000955,U026231,2026-05-12 13:46:20,2026-05-12,13.86,USD,monthly_subscription,referral,JP
P00000956,U005851,2026-05-12 13:49:54,2026-05-12,1.46,USD,starter_pack,tiktok_ads,BR
P00000957,U023127,2026-05-12 13:57:20,2026-05-12,7.58,USD,premium_feature,app_store,CN
P00000958,U024212,2026-05-12 14:32:12,2026-05-12,23.73,USD,monthly_subscription,organic,US
P00000959,U025471,2026-05-12 14:42:35,2026-05-12,12.39,USD,monthly_subscription,referral,CN
P00000960,U009550,2026-05-12 14:42:59,2026-05-12,2.31,USD,starter_pack,facebook_ads,US
P00000961,U009085,2026-05-12 15:00:41,2026-05-12,0.92,USD,starter_pack,app_store,CN
P00000962,U024718,2026-05-12 15:08:49,2026-05-12,10.75,USD,monthly_subscription,organic,US
P00000963,U010078,2026-05-12 15:26:39,2026-05-12,7.13,USD,coins_pack,google_ads,BR
P00000964,U009651,2026-05-12 15:28:23,2026-05-12,15.99,USD,monthly_subscription,tiktok_ads,JP
P00000965,U024322,2026-05-12 15:28:36,2026-05-12,7.54,USD,premium_feature,organic,CN
P00000966,U021926,2026-05-12 15:30:56,2026-05-12,2.77,USD,starter_pack,app_store,CN
P00000967,U022164,2026-05-12 15:45:54,2026-05-12,13.56,USD,monthly_subscription,google_ads,CN
P00000968,U021792,2026-05-12 15:46:19,2026-05-12,10.85,USD,monthly_subscription,referral,US
P00000969,U019411,2026-05-12 15:48:17,2026-05-12,11.92,USD,monthly_subscription,app_store,CN
P00000970,U018359,2026-05-12 15:51:05,2026-05-12,6.06,USD,premium_feature,organic,US
P00000971,U005634,2026-05-12 15:53:36,2026-05-12,2.10,USD,starter_pack,app_store,JP
P00000972,U000563,2026-05-12 16:03:41,2026-05-12,1.16,USD,starter_pack,app_store,US
P00000973,U023878,2026-05-12 16:04:45,2026-05-12,9.05,USD,premium_feature,facebook_ads,JP
P00000974,U019690,2026-05-12 16:21:33,2026-05-12,4.64,USD,premium_feature,organic,CN
P00000975,U011699,2026-05-12 16:26:29,2026-05-12,13.97,USD,monthly_subscription,organic,JP
P00000976,U023652,2026-05-12 16:35:03,2026-05-12,3.17,USD,starter_pack,organic,ID
P00000977,U010670,2026-05-12 16:41:30,2026-05-12,1.25,USD,starter_pack,organic,ID
P00000978,U003721,2026-05-12 17:02:15,2026-05-12,6.16,USD,premium_feature,organic,ID
