user_id,register_time,install_date,channel,country,device_os,device_model,app_version,age_group,gender,is_new_user
U003407,,2026-01-18,app_store,CN,Android,OPPO Reno11,1.1.1,25-34,M,1
U003408,2026-01-18 12:48:57,2026-01-18,app_store,US,iOS,iPhone 15,1.1.1,25-34,F,1
U003409,2026-01-18 01:54:50,2026-01-18,tiktok_ads,ID,Android,Samsung Galaxy A54,1.1.0,18-24,F,1
U003410,,2026-01-18,google_ads,BR,Android,vivo X100,1.2.0,18-24,F,1
U003411,2026-01-18 06:18:34,2026-01-18,tiktok_ads,ID,Android,Samsung Galaxy A54,1.1.0,18-24,M,1
U003412,2026-01-20 00:20:43,2026-01-18,tiktok_ads,CN,Android,Redmi Note 13,1.1.0,25-34,M,1
U003413,,2026-01-18,referral,CN,Android,Xiaomi 14,1.1.1,45-54,M,1
U003414,,2026-01-18,tiktok_ads,BR,Android,Google Pixel 8,1.2.0,18-24,F,1
U003415,2026-01-18 00:37:47,2026-01-18,tiktok_ads,US,iOS,iPhone 14,1.1.0,35-44,F,1
U003416,2026-01-18 02:02:53,2026-01-18,tiktok_ads,JP,Android,Xiaomi 14,1.1.0,25-34,M,1
U003417,2026-01-19 00:23:26,2026-01-18,referral,CN,iOS,iPhone 15,1.1.0,45-54,F,1
U003418,2026-01-18 02:30:14,2026-01-18,google_ads,US,Android,Huawei Mate 60,1.1.0,25-34,F,1
U003419,2026-01-18 02:45:20,2026-01-18,tiktok_ads,CN,Android,Huawei Mate 60,1.1.1,45-54,M,1
U003420,2026-01-18 00:10:22,2026-01-18,facebook_ads,CN,Android,Xiaomi 14,1.2.0,25-34,M,1
U003421,,2026-01-18,app_store,US,iOS,iPhone SE,1.1.0,35-44,F,1
U003422,2026-01-18 00:55:36,2026-01-18,tiktok_ads,BR,Android,Xiaomi 14,1.2.0,45-54,M,1
U003423,2026-01-18 06:03:31,2026-01-18,google_ads,BR,Android,Samsung Galaxy A54,1.1.0,18-24,M,1
U003424,2026-01-18 00:49:15,2026-01-18,facebook_ads,JP,Android,vivo X100,1.1.1,18-24,F,1
U003425,2026-01-20 00:41:56,2026-01-18,tiktok_ads,JP,iOS,iPhone SE,1.1.0,18-24,F,1
U003426,,2026-01-18,app_store,JP,Android,Samsung Galaxy A54,1.1.1,35-44,M,1
U003427,2026-01-18 12:06:27,2026-01-18,facebook_ads,US,iOS,iPhone 14,1.2.0,35-44,M,1
U003428,,2026-01-18,organic,CN,iOS,iPhone 14,1.1.1,18-24,M,1
U003429,2026-01-18 00:35:25,2026-01-18,google_ads,ID,Android,Samsung Galaxy A54,1.1.1,25-34,F,1
U003430,2026-01-18 00:44:34,2026-01-18,facebook_ads,ID,Android,Xiaomi 14,1.1.0,35-44,F,1
U003431,,2026-01-18,referral,JP,iOS,iPhone SE,1.2.0,25-34,M,1
U003432,2026-01-18 00:10:30,2026-01-18,facebook_ads,JP,Android,Samsung Galaxy S23,1.1.0,18-24,M,1
U003433,2026-01-18 06:39:47,2026-01-18,facebook_ads,ID,Android,Samsung Galaxy A54,1.1.0,25-34,M,1
U003434,,2026-01-18,facebook_ads,CN,Android,Redmi Note 13,1.1.0,25-34,M,1
U003435,2026-01-18 00:44:41,2026-01-18,organic,ID,Android,Google Pixel 8,1.1.0,35-44,M,1
U003436,2026-01-18 06:47:56,2026-01-18,app_store,JP,iOS,iPhone 15,1.1.1,25-34,F,1
U003437,2026-01-18 01:43:57,2026-01-18,google_ads,JP,iOS,iPhone 15,1.1.0,18-24,F,1
U003438,2026-01-18 00:45:11,2026-01-18,organic,JP,iOS,iPhone 14,1.2.0,25-34,M,1
U003439,2026-01-19 00:26:10,2026-01-19,app_store,US,iOS,iPhone 15,1.1.1,25-34,M,1
U003440,2026-01-19 00:31:32,2026-01-19,tiktok_ads,CN,Android,OPPO Reno11,1.1.1,18-24,F,1
U003441,2026-01-19 00:27:38,2026-01-19,referral,CN,Android,OPPO Reno11,1.1.0,35-44,M,1
U003442,2026-01-21 00:42:58,2026-01-19,organic,US,iOS,iPhone 11,1.1.1,25-34,F,1
U003443,2026-01-19 06:44:56,2026-01-19,google_ads,ID,Android,OPPO Reno11,1.1.0,18-24,F,1
U003444,,2026-01-19,app_store,CN,Android,Samsung Galaxy S23,1.2.0,45-54,F,1
U003445,2026-01-20 00:16:03,2026-01-19,app_store,CN,iOS,iPhone 13,1.1.1,35-44,M,1
U003446,2026-01-19 00:16:30,2026-01-19,referral,CN,Android,Redmi Note 13,1.1.0,18-24,M,1
U003447,2026-01-19 00:51:47,2026-01-19,app_store,CN,Android,Samsung Galaxy A54,1.1.0,18-24,Unknown,1
U003448,2026-01-19 02:28:11,2026-01-19,referral,US,Android,Xiaomi 14,1.1.1,25-34,M,1
U003449,2026-01-19 00:00:36,2026-01-19,google_ads,JP,iOS,iPhone 14,1.1.0,35-44,M,1
U003450,2026-01-19 06:36:14,2026-01-19,facebook_ads,US,iOS,iPhone 13,1.1.1,18-24,M,1
U003451,2026-01-19 00:17:52,2026-01-19,app_store,CN,Android,OPPO Reno11,1.1.0,18-24,F,1
U003452,2026-01-19 00:32:23,2026-01-19,app_store,US,Android,Huawei Mate 60,1.1.0,45-54,F,1
U003453,2026-01-19 00:35:27,2026-01-19,app_store,JP,iOS,iPhone 15,1.1.0,45-54,M,1
U003454,,2026-01-19,tiktok_ads,US,Android,Huawei Mate 60,1.1.0,25-34,F,1
U003455,2026-01-19 01:40:39,2026-01-19,app_store,ID,Android,Redmi Note 13,1.1.0,18-24,F,1
U003456,2026-01-19 01:33:19,2026-01-19,organic,JP,iOS,iPhone 12,1.1.0,18-24,F,1
U003457,2026-01-19 01:05:22,2026-01-19,app_store,CN,iOS,iPhone 12,1.1.0,25-34,M,1
U003458,2026-01-19 06:14:18,2026-01-19,tiktok_ads,ID,Android,Google Pixel 8,1.1.0,18-24,F,1
U003459,2026-01-19 02:19:57,2026-01-19,facebook_ads,US,iOS,iPhone 12,1.1.1,25-34,F,1
U003460,,2026-01-19,google_ads,CN,iOS,iPhone 14,1.1.0,35-44,F,1
U003461,2026-01-19 02:31:05,2026-01-19,app_store,CN,Android,Huawei Mate 60,1.1.0,25-34,M,1
U003462,2026-01-21 00:27:21,2026-01-19,google_ads,BR,Android,Huawei Mate 60,1.1.0,45-54,M,1
U003463,2026-01-19 01:16:20,2026-01-19,google_ads,ID,Android,Huawei Mate 60,1.1.0,25-34,F,1
U003464,2026-01-20 00:59:53,2026-01-19,facebook_ads,JP,iOS,iPhone 14,1.1.1,18-24,F,1
U003465,2026-01-19 02:50:51,2026-01-19,google_ads,JP,Android,Redmi Note 13,1.1.0,25-34,F,1
U003466,2026-01-19 01:45:37,2026-01-19,organic,BR,Android,vivo X100,1.1.0,35-44,M,1
U003467,2026-01-19 00:12:20,2026-01-19,facebook_ads,CN,Android,Samsung Galaxy S23,1.1.0,35-44,M,1
U003468,,2026-01-19,tiktok_ads,BR,Android,Samsung Galaxy S23,1.1.0,18-24,F,1
U003469,,2026-01-19,tiktok_ads,BR,Android,Redmi Note 13,1.1.0,18-24,M,1
U003470,2026-01-19 00:47:13,2026-01-19,app_store,CN,Android,Google Pixel 8,1.1.1,18-24,M,1
U003471,2026-01-19 02:49:55,2026-01-19,tiktok_ads,CN,Android,Xiaomi 14,1.1.0,25-34,F,1
U003472,,2026-01-19,facebook_ads,ID,Android,Huawei Mate 60,1.1.1,18-24,F,1
U003473,2026-01-19 00:43:26,2026-01-19,organic,BR,Android,Samsung Galaxy S23,1.1.0,35-44,M,1
U003474,2026-01-19 01:18:16,2026-01-19,organic,BR,iOS,iPhone 12,1.1.1,25-34,F,1
U003475,2026-01-19 06:43:29,2026-01-19,facebook_ads,CN,Android,Redmi Note 13,1.1.0,25-34,F,1
U003476,2026-01-19 01:51:59,2026-01-19,organic,CN,iOS,iPhone 11,1.1.0,35-44,F,1
U003477,2026-01-19 06:19:34,2026-01-19,organic,US,Android,Redmi Note 13,1.1.0,55+,M,1
U003478,2026-01-19 01:18:11,2026-01-19,referral,CN,Android,vivo X100,1.1.1,18-24,M,1
U003479,2026-01-19 02:19:32,2026-01-19,google_ads,JP,Android,vivo X100,1.1.1,18-24,F,1
U003480,2026-01-19 06:34:01,2026-01-19,tiktok_ads,US,iOS,iPhone 12,1.1.1,18-24,F,1
U003481,2026-01-19 00:37:36,2026-01-19,tiktok_ads,US,Android,Huawei Mate 60,1.1.0,35-44,M,1
U003482,2026-01-19 02:39:25,2026-01-19,facebook_ads,BR,Android,Xiaomi 14,1.1.0,25-34,F,1
U003483,2026-01-19 00:42:15,2026-01-19,referral,CN,Android,OPPO Reno11,1.1.0,35-44,M,1
U003484,2026-01-19 01:14:29,2026-01-19,app_store,JP,iOS,iPhone SE,1.1.1,25-34,M,1
U003485,2026-01-19 01:28:52,2026-01-19,organic,CN,Android,Redmi Note 13,1.1.1,35-44,F,1
U003486,,2026-01-19,organic,ID,Android,Redmi Note 13,1.1.1,25-34,F,1
U003487,2026-01-19 06:52:44,2026-01-19,organic,ID,Android,Samsung Galaxy S23,1.2.0,25-34,F,1
U003488,2026-01-19 00:33:34,2026-01-19,app_store,CN,Android,vivo X100,1.1.1,25-34,M,1
U003489,2026-01-19 02:40:10,2026-01-19,organic,CN,Android,Google Pixel 8,1.1.1,18-24,F,1
U003490,2026-01-19 01:11:28,2026-01-19,tiktok_ads,BR,Android,Samsung Galaxy A54,1.1.0,35-44,F,1
U003491,,2026-01-19,tiktok_ads,JP,iOS,iPhone 12,1.2.0,18-24,M,1
U003492,,2026-01-19,tiktok_ads,US,Android,Redmi Note 13,1.2.0,35-44,F,1
U003493,2026-01-19 01:40:45,2026-01-19,tiktok_ads,BR,Android,Samsung Galaxy S23,1.1.0,35-44,M,1
U003494,2026-01-19 00:57:13,2026-01-19,google_ads,US,iOS,iPhone 14,1.2.0,55+,M,1
U003495,,2026-01-19,google_ads,US,iOS,iPhone 13,1.1.0,55+,F,1
U003496,,2026-01-19,facebook_ads,US,iOS,iPhone 13,1.1.0,18-24,M,1
U003497,2026-01-19 01:58:48,2026-01-19,referral,BR,Android,Xiaomi 14,1.1.1,25-34,M,1
U003498,2026-01-19 06:59:31,2026-01-19,referral,JP,Android,Samsung Galaxy S23,1.1.0,18-24,F,1
U003499,2026-01-19 00:13:07,2026-01-19,organic,CN,iOS,iPhone 13,1.1.1,35-44,F,1
U003500,2026-01-19 02:01:45,2026-01-19,google_ads,US,iOS,iPhone 12,1.1.0,55+,M,1
U003501,2026-01-19 01:25:18,2026-01-19,app_store,ID,Android,Redmi Note 13,1.1.0,18-24,F,1
U003502,2026-01-19 12:07:04,2026-01-19,organic,US,iOS,iPhone SE,1.1.0,18-24,F,1
U003503,2026-01-19 06:06:06,2026-01-19,google_ads,CN,Android,Xiaomi 14,1.1.1,25-34,F,1
U003504,2026-01-19 12:50:31,2026-01-19,app_store,JP,iOS,iPhone 12,1.1.1,25-34,M,1
U003505,2026-01-19 06:18:38,2026-01-19,app_store,CN,Android,Samsung Galaxy A54,1.1.0,25-34,M,1
U003506,2026-01-19 00:41:00,2026-01-19,organic,CN,iOS,iPhone 14,1.2.0,18-24,M,1
U003507,2026-01-19 02:48:00,2026-01-19,google_ads,BR,Android,Redmi Note 13,1.2.0,18-24,F,1
U003508,2026-01-19 02:16:31,2026-01-19,tiktok_ads,JP,iOS,iPhone SE,1.1.0,35-44,M,1
U003509,,2026-01-19,facebook_ads,BR,iOS,iPhone 15,1.2.0,25-34,F,1
U003510,2026-01-19 00:03:24,2026-01-19,facebook_ads,US,Android,Huawei Mate 60,1.1.0,35-44,M,1
U003511,2026-01-19 00:32:53,2026-01-19,google_ads,BR,Android,OPPO Reno11,1.1.0,35-44,M,1
U003512,2026-01-19 01:56:28,2026-01-19,app_store,CN,iOS,iPhone 15,1.1.1,55+,M,1
U003513,2026-01-19 00:03:42,2026-01-19,app_store,CN,Android,vivo X100,1.1.0,25-34,F,1
U003514,2026-01-19 00:41:33,2026-01-19,google_ads,US,Android,Google Pixel 8,1.1.0,18-24,F,1
U003515,2026-01-19 02:23:30,2026-01-19,app_store,CN,Android,Huawei Mate 60,1.1.0,18-24,F,1
U003516,2026-01-19 02:31:01,2026-01-19,google_ads,JP,iOS,iPhone 13,1.1.1,18-24,F,1
U003517,2026-01-19 01:20:19,2026-01-19,tiktok_ads,BR,Android,Redmi Note 13,1.1.1,18-24,F,1
U003518,2026-01-19 12:11:17,2026-01-19,organic,JP,Android,Google Pixel 8,1.2.0,35-44,F,1
U003519,2026-01-19 02:01:09,2026-01-19,organic,CN,Android,Samsung Galaxy A54,1.1.0,35-44,F,1
U003520,2026-01-19 00:19:49,2026-01-19,tiktok_ads,JP,Android,Redmi Note 13,1.1.0,25-34,M,1
U003521,2026-01-19 02:05:15,2026-01-19,app_store,BR,Android,Huawei Mate 60,1.1.1,25-34,F,1
U003522,2026-01-19 00:30:56,2026-01-19,app_store,CN,iOS,iPhone 15,1.1.1,25-34,M,1
U003523,2026-01-19 12:12:21,2026-01-19,google_ads,US,Android,Samsung Galaxy A54,1.1.1,18-24,M,1
U003524,2026-01-19 00:12:05,2026-01-19,google_ads,ID,Android,Samsung Galaxy S23,1.1.0,35-44,F,1
U003525,,2026-01-19,tiktok_ads,CN,Android,OPPO Reno11,1.1.1,45-54,F,1
U003526,2026-01-19 06:51:45,2026-01-19,app_store,CN,Android,OPPO Reno11,1.1.1,18-24,M,1
U003527,2026-01-19 06:18:50,2026-01-19,tiktok_ads,ID,Android,Samsung Galaxy A54,1.1.0,25-34,M,1
U003528,2026-01-19 00:06:21,2026-01-19,google_ads,BR,Android,Xiaomi 14,1.1.0,25-34,M,1
U003529,2026-01-19 00:44:27,2026-01-19,google_ads,BR,Android,Redmi Note 13,1.1.0,25-34,F,1
U003530,2026-01-21 00:36:56,2026-01-19,google_ads,JP,Android,Redmi Note 13,1.1.0,18-24,F,1
U003531,2026-01-19 00:48:40,2026-01-19,tiktok_ads,ID,Android,Google Pixel 8,1.1.0,25-34,M,1
U003532,2026-01-19 00:08:34,2026-01-19,app_store,CN,Android,OPPO Reno11,1.1.1,25-34,F,1
U003533,,2026-01-19,app_store,JP,iOS,iPhone 15,1.1.0,18-24,F,1
U003534,2026-01-19 01:56:48,2026-01-19,referral,US,Android,Samsung Galaxy A54,1.1.0,25-34,Unknown,1
U003535,2026-01-19 01:29:52,2026-01-19,app_store,BR,Android,Huawei Mate 60,1.1.1,18-24,M,1
U003536,2026-01-19 00:27:45,2026-01-19,google_ads,BR,iOS,iPhone 11,1.1.0,25-34,M,1
U003537,2026-01-20 00:41:04,2026-01-19,tiktok_ads,BR,Android,Redmi Note 13,1.1.0,25-34,Unknown,1
U003538,2026-01-19 06:21:06,2026-01-19,tiktok_ads,US,Android,vivo X100,1.1.1,35-44,F,1
U003539,2026-01-19 02:56:58,2026-01-19,organic,CN,iOS,iPhone 13,1.2.0,25-34,F,1
U003540,2026-01-19 00:14:59,2026-01-19,google_ads,BR,Android,Samsung Galaxy A54,1.2.0,25-34,M,1
U003541,2026-01-19 06:43:41,2026-01-19,tiktok_ads,CN,Android,Redmi Note 13,1.1.1,25-34,F,1
U003542,2026-01-19 02:26:05,2026-01-19,organic,JP,iOS,iPhone SE,1.1.0,18-24,M,1
U003543,2026-01-19 02:25:14,2026-01-19,facebook_ads,BR,Android,Samsung Galaxy A54,1.1.0,18-24,M,1
U003544,2026-01-19 00:51:40,2026-01-19,app_store,ID,Android,Redmi Note 13,1.1.1,18-24,M,1
U003545,2026-01-19 12:44:20,2026-01-19,organic,US,iOS,iPhone 15,1.1.0,18-24,M,1
U003546,2026-01-19 01:24:04,2026-01-19,google_ads,JP,iOS,iPhone 13,1.1.0,55+,M,1
U003547,2026-01-20 00:57:23,2026-01-19,facebook_ads,JP,Android,OPPO Reno11,1.2.0,18-24,F,1
U003548,2026-01-19 01:20:57,2026-01-19,organic,CN,Android,vivo X100,1.1.0,18-24,M,1
U003549,2026-01-19 02:34:43,2026-01-19,tiktok_ads,BR,Android,OPPO Reno11,1.1.0,25-34,M,1
U003550,2026-01-19 00:30:04,2026-01-19,organic,US,iOS,iPhone 12,1.1.0,25-34,M,1
U003551,2026-01-19 00:03:59,2026-01-19,google_ads,JP,iOS,iPhone 13,1.1.0,25-34,F,1
U003552,,2026-01-19,organic,CN,iOS,iPhone 14,1.1.0,18-24,F,1
U003553,2026-01-19 01:37:54,2026-01-19,organic,BR,Android,Samsung Galaxy A54,1.2.0,25-34,Unknown,1
U003554,2026-01-19 01:05:23,2026-01-19,google_ads,CN,Android,Samsung Galaxy A54,1.2.0,18-24,M,1
U003555,2026-01-19 00:04:37,2026-01-19,facebook_ads,ID,Android,Xiaomi 14,1.2.0,35-44,F,1
U003556,,2026-01-19,tiktok_ads,JP,Android,Samsung Galaxy A54,1.1.0,35-44,M,1
U003557,2026-01-19 06:20:52,2026-01-19,app_store,CN,iOS,iPhone 12,1.1.0,25-34,M,1
U003558,2026-01-19 12:48:26,2026-01-19,app_store,US,iOS,iPhone 11,1.1.1,18-24,F,1
U003559,2026-01-19 00:10:52,2026-01-19,tiktok_ads,ID,iOS,iPhone 12,1.2.0,18-24,M,1
U003560,2026-01-19 00:09:46,2026-01-19,app_store,US,Android,Redmi Note 13,1.1.1,18-24,F,1
U003561,2026-01-19 00:34:41,2026-01-19,app_store,ID,iOS,iPhone 13,1.1.1,18-24,Unknown,1
U003562,2026-01-19 02:43:35,2026-01-19,organic,ID,Android,Redmi Note 13,1.2.0,18-24,F,1
U003563,,2026-01-19,google_ads,US,Android,Samsung Galaxy A54,1.1.1,25-34,F,1
U003564,2026-01-19 00:47:22,2026-01-19,tiktok_ads,US,Android,Redmi Note 13,1.2.0,35-44,F,1
U003565,,2026-01-19,facebook_ads,BR,iOS,iPhone 12,1.1.1,45-54,M,1
U003566,2026-01-19 00:26:16,2026-01-19,referral,BR,iOS,iPhone 14,1.1.0,45-54,F,1
U003567,2026-01-19 00:11:38,2026-01-19,google_ads,US,iOS,iPhone 13,1.1.0,18-24,M,1
U003568,2026-01-19 00:18:23,2026-01-19,app_store,BR,Android,OPPO Reno11,1.1.0,18-24,M,1
U003569,2026-01-19 06:18:59,2026-01-19,referral,CN,Android,Redmi Note 13,1.1.1,18-24,M,1
U003570,,2026-01-19,tiktok_ads,ID,Android,vivo X100,1.1.0,18-24,F,1
U003571,2026-01-19 06:18:48,2026-01-19,google_ads,CN,Android,OPPO Reno11,1.1.0,35-44,M,1
U003572,2026-01-19 01:05:01,2026-01-19,app_store,ID,Android,vivo X100,1.1.0,25-34,M,1
U003573,2026-01-19 00:40:41,2026-01-19,tiktok_ads,ID,Android,Samsung Galaxy S23,1.1.1,25-34,F,1
U003574,2026-01-20 00:15:30,2026-01-19,app_store,US,Android,Xiaomi 14,1.1.0,18-24,F,1
U003575,,2026-01-19,organic,BR,Android,Google Pixel 8,1.1.1,18-24,M,1
U003576,2026-01-19 06:04:13,2026-01-19,referral,US,Android,Samsung Galaxy A54,1.1.1,45-54,M,1
U003577,2026-01-20 00:48:25,2026-01-19,facebook_ads,JP,Android,Xiaomi 14,1.2.0,35-44,M,1
U003578,2026-01-19 00:34:59,2026-01-19,google_ads,US,Android,Samsung Galaxy A54,1.1.0,45-54,M,1
U003579,2026-01-19 00:05:48,2026-01-19,facebook_ads,JP,iOS,iPhone 14,1.1.1,25-34,M,1
U003580,,2026-01-19,tiktok_ads,US,Android,Huawei Mate 60,1.1.1,18-24,F,1
U003581,,2026-01-19,google_ads,US,iOS,iPhone 14,1.2.0,35-44,M,1
U003582,2026-01-19 02:09:28,2026-01-19,google_ads,ID,Android,Xiaomi 14,1.1.0,18-24,F,1
U003583,2026-01-19 12:49:25,2026-01-19,organic,CN,iOS,iPhone 13,1.1.1,25-34,M,1
U003584,2026-01-19 00:57:37,2026-01-19,google_ads,ID,Android,Redmi Note 13,1.1.1,18-24,M,1
U003585,2026-01-19 00:49:27,2026-01-19,organic,ID,iOS,iPhone 14,1.1.0,25-34,M,1
U003586,2026-01-20 00:58:38,2026-01-19,organic,BR,Android,Samsung Galaxy A54,1.1.1,25-34,F,1
U003587,2026-01-19 00:06:54,2026-01-19,facebook_ads,US,Android,Samsung Galaxy A54,1.1.0,18-24,F,1
U003588,2026-01-19 01:35:41,2026-01-19,organic,JP,Android,OPPO Reno11,1.1.0,25-34,F,1
U003589,2026-01-19 00:31:15,2026-01-19,google_ads,JP,Android,Samsung Galaxy A54,1.1.1,25-34,F,1
U003590,2026-01-19 01:18:19,2026-01-19,facebook_ads,US,iOS,iPhone 14,1.1.0,18-24,M,1
U003591,2026-01-19 00:37:22,2026-01-19,app_store,CN,Android,Redmi Note 13,1.1.1,25-34,F,1
U003592,2026-01-19 00:59:59,2026-01-19,app_store,US,Android,Huawei Mate 60,1.1.0,45-54,F,1
U003593,2026-01-19 00:47:12,2026-01-19,organic,CN,Android,Samsung Galaxy S23,1.2.0,25-34,M,1
U003594,2026-01-19 01:31:24,2026-01-19,organic,US,iOS,iPhone 13,1.1.0,35-44,M,1
U003595,2026-01-19 01:05:26,2026-01-19,google_ads,US,iOS,iPhone 13,1.1.1,25-34,M,1
U003596,2026-01-19 00:15:06,2026-01-19,organic,CN,Android,Redmi Note 13,1.1.0,25-34,F,1
U003597,,2026-01-19,tiktok_ads,BR,Android,OPPO Reno11,1.1.0,35-44,F,1
U003598,2026-01-19 00:18:41,2026-01-19,tiktok_ads,US,iOS,iPhone 15,1.1.0,35-44,F,1
U003599,,2026-01-19,app_store,BR,Android,Redmi Note 13,1.1.1,18-24,F,1
U003600,,2026-01-19,organic,JP,Android,vivo X100,1.1.1,18-24,M,1
U003601,2026-01-19 02:09:31,2026-01-19,google_ads,US,iOS,iPhone 13,1.1.1,18-24,F,1
U003602,2026-01-19 12:49:07,2026-01-19,organic,CN,Android,Samsung Galaxy S23,1.2.0,25-34,M,1
U003603,2026-01-19 01:33:23,2026-01-19,organic,JP,iOS,iPhone 14,1.1.0,25-34,M,1
U003604,2026-01-19 01:24:36,2026-01-19,google_ads,CN,Android,Huawei Mate 60,1.1.0,18-24,Unknown,1
U003605,,2026-01-19,google_ads,ID,Android,Huawei Mate 60,1.1.0,25-34,M,1
U003606,,2026-01-19,facebook_ads,US,Android,vivo X100,1.1.0,18-24,F,1
U003607,2026-01-19 06:44:51,2026-01-19,organic,JP,Android,Xiaomi 14,1.2.0,35-44,M,1
U003608,2026-01-19 01:07:24,2026-01-19,tiktok_ads,US,iOS,iPhone 12,1.1.1,45-54,M,1
U003609,2026-01-19 00:23:32,2026-01-19,app_store,JP,iOS,iPhone 13,1.1.0,18-24,M,1
U003610,,2026-01-19,organic,CN,Android,Huawei Mate 60,1.1.0,25-34,F,1
U003611,2026-01-19 00:09:44,2026-01-19,tiktok_ads,ID,Android,Huawei Mate 60,1.2.0,35-44,M,1
U003612,2026-01-19 06:31:49,2026-01-19,organic,JP,iOS,iPhone 14,1.1.0,25-34,F,1
U003613,2026-01-19 00:18:01,2026-01-19,organic,JP,iOS,iPhone 14,1.1.0,25-34,F,1
U003614,2026-01-19 01:39:36,2026-01-19,tiktok_ads,JP,iOS,iPhone 14,1.1.0,25-34,M,1
U003615,2026-01-19 00:37:24,2026-01-19,organic,US,iOS,iPhone 13,1.1.0,25-34,M,1
U003616,2026-01-19 00:03:15,2026-01-19,facebook_ads,ID,Android,Redmi Note 13,1.1.0,25-34,M,1
U003617,2026-01-19 00:24:25,2026-01-19,facebook_ads,ID,Android,Redmi Note 13,1.1.1,25-34,F,1
U003618,,2026-01-19,google_ads,BR,iOS,iPhone 13,1.1.0,25-34,F,1
U003619,2026-01-19 02:22:02,2026-01-19,organic,CN,Android,Redmi Note 13,1.1.0,18-24,F,1
U003620,2026-01-19 00:42:58,2026-01-19,organic,US,iOS,iPhone 15,1.1.1,18-24,M,1
U003621,2026-01-19 00:31:11,2026-01-19,tiktok_ads,US,iOS,iPhone 12,1.1.0,25-34,F,1
U003622,2026-01-19 00:29:50,2026-01-19,app_store,JP,iOS,iPhone 15,1.1.0,25-34,M,1
U003623,2026-01-19 00:09:17,2026-01-19,facebook_ads,US,iOS,iPhone 15,1.1.0,45-54,M,1
U003624,2026-01-19 00:12:11,2026-01-19,organic,JP,Android,Xiaomi 14,1.1.1,25-34,M,1
U003625,,2026-01-19,tiktok_ads,CN,Android,Redmi Note 13,1.1.0,25-34,M,1
U003626,,2026-01-19,facebook_ads,ID,Android,Redmi Note 13,1.1.1,25-34,M,1
U003627,2026-01-19 00:36:40,2026-01-19,organic,CN,Android,Samsung Galaxy A54,1.1.1,35-44,M,1
U003628,2026-01-19 00:18:46,2026-01-19,app_store,US,Android,OPPO Reno11,1.1.1,35-44,F,1
U003629,2026-01-19 00:35:22,2026-01-19,google_ads,ID,Android,Huawei Mate 60,1.1.0,25-34,M,1
U003630,2026-01-19 00:13:09,2026-01-19,google_ads,BR,iOS,iPhone 12,1.2.0,18-24,F,1
U003631,2026-01-19 01:40:33,2026-01-19,app_store,BR,Android,vivo X100,1.1.1,55+,F,1
U003632,2026-01-19 01:14:08,2026-01-19,tiktok_ads,BR,Android,vivo X100,1.1.1,25-34,F,1
U003633,,2026-01-19,google_ads,US,iOS,iPhone 13,1.1.0,25-34,M,1
U003634,2026-01-19 12:05:43,2026-01-19,organic,US,iOS,iPhone 12,1.2.0,25-34,M,1
U003635,2026-01-19 00:07:32,2026-01-19,app_store,CN,Android,Samsung Galaxy A54,1.2.0,35-44,Unknown,1
U003636,,2026-01-20,facebook_ads,BR,Android,Redmi Note 13,1.1.1,18-24,F,1
U003637,2026-01-21 00:41:03,2026-01-20,referral,CN,Android,Samsung Galaxy A54,1.2.0,18-24,F,1
U003638,2026-01-20 06:37:41,2026-01-20,organic,US,iOS,iPhone 13,1.1.1,18-24,F,1
U003639,2026-01-20 06:30:42,2026-01-20,app_store,JP,iOS,iPhone 13,1.1.1,35-44,M,1
U003640,2026-01-20 00:29:14,2026-01-20,app_store,BR,iOS,iPhone 15,1.1.0,18-24,F,1
U003641,2026-01-20 00:20:08,2026-01-20,organic,JP,iOS,iPhone 14,1.2.0,18-24,F,1
U003642,2026-01-20 02:31:15,2026-01-20,referral,CN,Android,vivo X100,1.1.0,25-34,F,1
U003643,2026-01-20 00:42:08,2026-01-20,facebook_ads,BR,Android,vivo X100,1.1.0,25-34,F,1
U003644,2026-01-20 02:29:31,2026-01-20,google_ads,US,iOS,iPhone 14,1.2.0,18-24,M,1
U003645,2026-01-20 01:04:38,2026-01-20,app_store,CN,Android,Google Pixel 8,1.1.0,35-44,M,1
U003646,2026-01-20 00:58:23,2026-01-20,referral,BR,Android,vivo X100,1.1.0,25-34,M,1
U003647,2026-01-20 00:24:39,2026-01-20,google_ads,BR,Android,Redmi Note 13,1.1.0,18-24,F,1
U003648,2026-01-20 02:55:17,2026-01-20,organic,CN,Android,Samsung Galaxy A54,1.1.0,18-24,M,1
U003649,2026-01-20 00:02:52,2026-01-20,facebook_ads,JP,iOS,iPhone 12,1.1.0,25-34,M,1
U003650,2026-01-20 01:46:08,2026-01-20,tiktok_ads,US,Android,vivo X100,1.1.0,18-24,F,1
U003651,2026-01-20 00:29:33,2026-01-20,organic,ID,Android,Redmi Note 13,1.1.0,25-34,M,1
U003652,2026-01-20 02:44:31,2026-01-20,organic,US,iOS,iPhone 14,1.1.0,45-54,F,1
U003653,2026-01-20 12:23:43,2026-01-20,app_store,ID,iOS,iPhone 12,1.2.0,25-34,M,1
U003654,2026-01-20 02:24:33,2026-01-20,app_store,BR,Android,Huawei Mate 60,1.1.1,18-24,M,1
U003655,2026-01-20 00:29:46,2026-01-20,organic,US,iOS,iPhone SE,1.1.0,25-34,F,1
